Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Eyes of Tammy Faye,,"['Fenton Bailey', 'Randy Barbato']",Tammy Faye Bakker,T,Sandra Chandler,['World of Wonder'],Lions Gate Films,2000-10-01,10.0,78.0,United States,English,,,,PG-13
The Family Man,Brett Ratner,"['Marc Abraham', 'Howard Rosenman', 'Tony Ludwig', 'Alan Riche']","['Nicolas Cage', 'Téa Leoni']",Nicolas Cage,Dante Spinotti,"['Beacon Pictures', 'Saturn Films']",Universal Pictures,2000-12-22,12.0,125.0,United States,English,60000000.0,124700000.0,10554960.0,PG-13
Final Destination,,,,,,,,,,,,,,,10015822.0,R
Finding Forrester,Gus Van Sant,"['Sean Connery', 'Laurence Mark']","['Sean Connery', 'F. Murray Abraham', 'Anna Paquin', 'Busta Rhymes', 'Rob Brown']",Sean Connery,Harris Savides,['Columbia Pictures'],Sony Pictures Releasing,2000-12-22,12.0,136.0,United States,English,43000000.0,80000000.0,701207.0,PG-13
The Flintstones in Viva Rock Vegas,Brian Levant,Bruce Cohen,"['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston', 'Jane Krakowski', 'Thomas Gibson', 'Alan Cumming', 'Harvey Korman', 'Joan Collins']",Mark Addy,Jamie Anderson,"['Amblin Entertainment', 'Hanna-Barbera Productions']",Universal Pictures,2000-04-28,4.0,91.0,United States,English,83000000.0,59500000.0,10518435.0,PG
The Flintstones,Brian Levant,Bruce Cohen,"['John Goodman', 'Rick Moranis', 'Elizabeth Perkins', ""Rosie O'Donnell"", 'Kyle MacLachlan', 'Halle Berry', 'Elizabeth Taylor']",John Goodman,Dean Cundey,"['Amblin Entertainment', 'Hanna-Barbera Productions']",Universal Pictures,1994-05-27,5.0,91.0,United States,English,46000000.0,341600000.0,29688730.0,PG
Frequency,Gregory Hoblit,"['Gregory Hoblit', 'Hawk Koch', 'Toby Emmerich', 'Bill Carraro']","['Dennis Quaid', 'Jim Caviezel', 'Andre Braugher', 'Elizabeth Mitchell', 'Noah Emmerich']",Dennis Quaid,Alar Kivilo,,New Line Cinema,2000-04-28,4.0,118.0,United States,English,31000000.0,68100000.0,9025584.0,PG-13
Get Carter,Stephen Kay,"['Mark Canton', 'Neil Canton', 'Elie Samaha']","['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook', 'Alan Cumming', 'Mickey Rourke', 'Michael Caine']",Sylvester Stallone,Mauro Fiore,"['Morgan Creek Productions', 'Franchise Pictures', 'Turner Entertainment Co.', '(uncredited)']",Warner Bros. Pictures,2000-10-06,10.0,102.0,United States,English,63600000.0,19400000.0,6637830.0,R
Get Carter,Mike Hodges,Michael Klinger,"['Michael Caine', 'Ian Hendry', 'John Osborne', 'Britt Ekland']",Michael Caine,Wolfgang Suschitzky,['MGM-British Studios'],MGM-EMI Distributors,1971-03-10,3.0,112.0,United Kingdom,English,,,6637830.0,R
The Gift,Sam Raimi,"['James Jacks', 'Gary Lucchesi', 'Tom Rosenberg']","['Cate Blanchett', 'Giovanni Ribisi', 'Keanu Reeves', 'Katie Holmes', 'Greg Kinnear', 'Hilary Swank']",Cate Blanchett,Jamie Anderson,['Lakeshore Entertainment'],Paramount Classics,2000-12-22,12.0,112.0,United States,English,10000000.0,44600000.0,11854273.0,R
The Girl,Sande Zeig,Dolly Hall,"['Claire Keim', 'Agathe De La Boulaye', 'Cyril Lecomte', 'Sandra Nkake']",Claire Keim,Georges Lechaptois,,Artistic License,2000-09-09,9.0,84.0,,,,,6003806.0,R
Girlfight,Karyn Kusama,"['Sarah Green', 'Martha Griffin', 'Maggie Renzi']","['Michelle Rodriguez', 'Jaime Tirelli', 'Paul Calderón', 'Santiago Douglas']",Michelle Rodriguez,Patrick Cady,,Screen Gems (through Sony Pictures Releasing),2000-01-22,1.0,110.0,United States,,1000000.0,1700000.0,197896.0,R
Gladiator,Ridley Scott,"['Douglas Wick', 'David Franzoni', 'Branko Lustig']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Derek Jacobi', 'Djimon Hounsou', 'Richard Harris', 'Tommy Flanagan']",Russell Crowe,John Mathieson,"['Scott Free Productions', 'Red Wagon Entertainment']","['DreamWorks Pictures', '(North America)', 'Universal Pictures', '(through', 'United International Pictures', ')', '(International)']",2000-05-01,5.0,155.0,,English,103000000.0,460500000.0,34819017.0,R
The Golden Bowl,James Ivory,Ismail Merchant,"['Kate Beckinsale', 'James Fox', 'Anjelica Huston', 'Nick Nolte', 'Jeremy Northam', 'Madeleine Potter', 'Uma Thurman']",Kate Beckinsale,Tony Pierce-Roberts,"['Merchant Ivory Productions', 'TF1 International']","['Lions Gate Films', '(United States)', 'Buena Vista International', '(United Kingdom)']",2000-09-13,9.0,130.0,,English,15000000.0,5700000.0,90170.0,R
Gone in 60 Seconds,Dominic Sena,"['Jerry Bruckheimer', 'Mike Stenson']","['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'Delroy Lindo', 'Will Patton', 'Christopher Eccleston', 'Chi McBride', 'Robert Duvall']",Nicolas Cage,Paul Cameron,"['Touchstone Pictures', 'Jerry Bruckheimer Films']",Buena Vista Pictures,2000-06-09,6.0,118.0,United States,English,90000000.0,237200000.0,25336048.0,PG-13
Gone in 60 Seconds,H. B. Halicki,H. B. Halicki,"['H. B. Halicki', 'Eleanor', 'Marion Busia', 'Jerry Daugirda', 'James McIntyre', 'George Cole', 'Ronald Halicki', 'Markos Kotsikos']",H. B. Halicki,Jack Vacek,,H.B. Halicki Junkyard and Mercantile Company,1974-07-28,7.0,105.0,United States,English,,40000000.0,25336048.0,PG-13
Gossip,Davis Guggenheim,"['Jeffrey Silver', 'Robert Newmyer']","['James Marsden', 'Lena Headey', 'Norman Reedus', 'Kate Hudson', 'Marisa Coughlan', 'Eric Bogosian', 'Edward James Olmos', 'Joshua Jackson']",James Marsden,Andrzej Bartkowiak,['Village Roadshow Pictures'],"['Warner Bros.', 'Roadshow Entertainment']",2000-04-21,4.0,90.0,United States,English,24000000.0,12000000.0,2321729.0,R
Gun Shy,Eric Blakeney,Sandra Bullock,"['Liam Neeson', 'Oliver Platt', 'Sandra Bullock', 'José Zúñiga', 'Richard Schiff', 'Mary McCormack', 'Mitch Pileggi']",Liam Neeson,Tom Richmond,['Fortis Films'],Buena Vista Pictures,2000-02-04,2.0,101.0,United States,English,14000000.0,3000000.0,,R
Hamlet,Michael Almereyda,"['Andrew Fierberg', 'Amy Hobby']","['Ethan Hawke', 'Kyle MacLachlan', 'Diane Venora', 'Liev Schreiber', 'Julia Stiles', 'Bill Murray', 'Karl Geary', 'Steve Zahn', 'Sam Shepard']",Ethan Hawke,John de Borman,['Miramax Films'],Buena Vista Pictures,2000-01-24,1.0,112.0,United States,English,,2000000.0,62253.0,R
Hamlet,,,,,,,,,,,,,,,90684.0,PG-13
Hanging Up,Diane Keaton,"['Nora Ephron', 'Laurence Mark']","['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow', 'Walter Matthau', 'Adam Arkin']",Meg Ryan,Howard Atherton,,Columbia Pictures (through Sony Pictures Releasing),2000-02-18,2.0,94.0,United States,English,40000000.0,51000000.0,13567978.0,PG-13
Held Up,Steve Rash,"['Stokely Chaffin', 'Jonathon Komack Martin', 'Neal H. Moritz']","['Jamie Foxx', 'Nia Long']",Jamie Foxx,,['Original Film'],"['Trimark Pictures', ""Mind's Eye Entertainment""]",1999-10-08,10.0,89.0,,English,8000000.0,4000000.0,1911007.0,PG-13
Here on Earth,Mark Piznarski,David T. Friendly,"['Chris Klein', 'Leelee Sobieski', 'Josh Hartnett', 'Bruce Greenwood', ""Annette O'Toole"", 'Annie Corley', 'Stuart Wilson', 'Michael Rooker']",Chris Klein,Michael D. O'Shea,,20th Century Fox,2000-03-24,3.0,96.0,United States,English,15000000.0,10900000.0,4510705.0,PG-13
High Fidelity,Stephen Frears,"['Tim Bevan', 'Rudd Simmons']","['John Cusack', 'Jack Black', 'Lisa Bonet', 'Joelle Carter', 'Joan Cusack', 'Sara Gilbert', 'Iben Hjejle', 'Todd Louiso', 'Lili Taylor', 'Natasha Gregson Wagner']",John Cusack,Seamus McGarvey,"['Touchstone Pictures', 'Working Title Films', 'Dogstar Films', 'New Crime Productions']",Buena Vista Pictures,2000-03-17,3.0,113.0,United States,English,30000000.0,47100000.0,6429107.0,R
Highlander: Endgame,Doug Aarniokoski,"['Peter S. Davis', 'William N. Panzer']","['Adrian Paul', 'Christopher Lambert', 'Bruce Payne', 'Lisa Barbuscia', 'Donnie Yen', 'Damon Dash', 'Sheila Gish']",Adrian Paul,Douglas Milsome,"['Davis-Panzer Productions', 'Dimension Films']",Miramax Films,2000-09-01,9.0,87.0,United States,,25000000.0,15800000.0,5067331.0,R
Highlander: The Final Dimension,Andy Morahan,Claude Léger,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Unger', 'Mako']",Christopher Lambert,,"['Highlander Productions Limited', 'Fallingcloud', 'Initial Groupe', 'Lumière Pictures', 'Dimension Films', 'Transfilm']",Miramax Films,1994-11-30,11.0,99.0,,English,,36700000.0,5536435.0,PG-13
Hollow Man,Paul Verhoeven,"['Douglas Wick', 'Alan Marshall']","['Elisabeth Shue', 'Kevin Bacon', 'Josh Brolin', 'Kim Dickens', 'Greg Grunberg', 'Joey Slotnick', 'Mary Randle', 'William Devane']",Elisabeth Shue,Jost Vacano,"['Columbia Pictures', 'Red Wagon Productions', 'Global Entertainment Productions GmbH & Company Medien KG']",Sony Pictures Releasing,2000-08-04,8.0,112.0,,English,95000000.0,190200000.0,26414386.0,R
The House of Mirth,Terence Davies,Olivia Stewart,"['Gillian Anderson', 'Dan Aykroyd', 'Terry Kinney', 'Anthony LaPaglia', 'Laura Linney', 'Elizabeth McGovern', 'Eric Stoltz']",Gillian Anderson,Remi Adefarasin,"['Three Rivers Productions', 'Granada Productions', 'Showtime']","['FilmFour Distributors (United Kingdom)', 'Sony Pictures Classics (United States)']",2000-09-23,9.0,140.0,,,,5100000.0,48770.0,PG
How the Grinch Stole Christmas,Ron Howard,"['Brian Grazer', 'Ron Howard']","['Jim Carrey', 'Jeffrey Tambor', 'Christine Baranski', 'Molly Shannon']",Jim Carrey,Don Peterman,['Imagine Entertainment'],Universal Pictures,2000-11-08,11.0,105.0,United States,English,123000000.0,345100000.0,55082330.0,PG
How to Kill Your Neighbor's Dog,Michael Kalesniko,"['Michael Nozik', 'Nancy M. Ruff', 'Brad Weston']","['Kenneth Branagh', 'Robin Wright Penn']",Kenneth Branagh,Hubert Taczanowski,,Lonsdale Productions,2000-09-16,9.0,107.0,United States,English,7300000.0,48564.0,18956.0,R
I Dreamed of Africa,Hugh Hudson,"['Stanley R. Jaffe', 'Allyn Stewart']","['Kim Basinger', 'Vincent Perez', 'Eva Marie Saint', 'Liam Aiken']",Kim Basinger,Bernard Lutic,,Columbia Pictures (through Sony Pictures Releasing),2000-05-05,5.0,114.0,United States,English,50000000.0,14400327.0,2411445.0,PG-13
Icebreaker,,,"['Sean Astin', 'Stacy Keach', 'Bruce Campbell']",Sean Astin,,,,,,,United States,English,,,,Unknown
The In Crowd,Mary Lambert,James G. Robinson,"['Susan Ward', 'Lori Heuring', 'Matthew Settle', 'Nathan Bexton']",Susan Ward,Tom Priestley Jr.,['Morgan Creek Productions'],Warner Bros.,2000-07-19,7.0,105.0,United States,English,13000000.0,5000000.0,1505551.0,PG-13
Into the Arms of Strangers:Stories of the Kindertransport,Mark Jonathan Harris,Deborah Oppenheimer,,,,,Warner Bros. Pictures,2000-09-07,9.0,122.0,,English,,,32037.0,Unknown
Isn't She Great,Andrew Bergman,Mike Lobell,"['Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'Amanda Peet', 'John Cleese']",Bette Midler,Karl Walter Lindenlaub,"['BBC', 'Lobell-Bergman Productions', 'Marbeni', 'Mutual Film Company', 'Tele-Munchen', 'Toho', 'Universal Pictures']",Universal Pictures,2000-01-28,1.0,95.0,,English,44000000.0,3000000.0,1368705.0,R
Ivans Xtc,Bernard Rose,Lisa Enos,"['Danny Huston', 'Peter Weller']",Danny Huston,"['Ron Forsythe', 'Bernard Rose']",['Enos/Rose Productions'],"['Artistic License Films', 'Metro-Tartan Distribution']",2000-09-12,9.0,93.0,,English,,,9121.0,Unknown
Joe Gould's Secret,Stanley Tucci,"['Elizabeth Alexander', 'Stanley Tucci', 'Charles Weinstock']","['Stanley Tucci', 'Ian Holm', 'Patricia Clarkson', 'Hope Davis', 'Susan Sarandon']",Stanley Tucci,Maryse Alberti,['October Films'],USA Films,2000-05-26,5.0,104.0,United States,English,,468684.0,38760.0,R
Just One Night,Alan Jacobs,,"['Timothy Hutton', 'Maria Grazia Cucinotta']",Timothy Hutton,John J. Campbell,,,,,,,English,,,33768.0,R
Keeping the Faith,Edward Norton,"['Hawk Koch', 'Edward Norton', 'Stuart Blumberg']","['Ben Stiller', 'Jenna Elfman', 'Edward Norton', 'Eli Wallach', 'Anne Bancroft']",Ben Stiller,Anastas N. Michos,"['Touchstone Pictures', 'Spyglass Entertainment', 'Koch Co.', 'Norton/Blumberg Productions', 'Triple Threat Talent']",Buena Vista Pictures,2000-04-14,4.0,128.0,United States,English,29000000.0,59900000.0,8078671.0,PG-13
The Kid,Jon Turteltaub,"['Hunt Lowry', 'Christina Steinberg', 'Jon Turteltaub']","['Bruce Willis', 'Spencer Breslin', 'Emily Mortimer', 'Lily Tomlin', 'Chi McBride']",Bruce Willis,Peter Menzies Jr.,"['Walt Disney Pictures', 'Junction Entertainment']",Buena Vista Pictures Distribution,2000-07-07,7.0,104.0,United States,English,65000000.0,110300000.0,514286.0,R
The Ladies Man,Jerry Lewis,Jerry Lewis,"['Jerry Lewis', 'Lillian Briggs', 'Helen Traubel', 'Kathleen Freeman', 'Buddy Lester', 'George Raft']",Jerry Lewis,W. Wallace Kelley,,Paramount Pictures,1961-06-28,6.0,106.0,United States,English,3100000.0,,5426390.0,Unknown
Saturday Night Live,"['Don Roy King', '(2006–present)', 'Beth McCarthy-Miller', '(1995–2006)', 'Dave Wilson', '(1975–1986; 1989–1995)', 'Paul Miller', '(1986–1989)']",,List of Saturday Night Live cast members,L,,"['Broadway Video', 'NBC NBC Productions NBC Studios SNL Studios', 'NBC', 'NBC Productions', 'NBC Studios', 'SNL Studios']",,,,93.0,,,,,3878099.0,R
The Last Producer,Burt Reynolds,"['Daniel Bigel', 'Michael Mailer']","['Burt Reynolds', 'Rod Steiger', 'Benjamin Bratt', 'Ann-Margret']",Burt Reynolds,Nick McLean,,,2001-02-09,2.0,90.0,United States,English,,,,R
Legacy,Tod Lending,"['Daniel Alpert', 'Tod Lending']",,,,['Nomadic Pictures'],Cinemax,2000-02-01,2.0,90.0,United States,English,,,44026211.0,PG
The Legend of Bagger Vance,Robert Redford,"['Michael Nozik', 'Jake Eberts', 'Robert Redford']","['Will Smith', 'Matt Damon', 'Charlize Theron']",Will Smith,Michael Ballhaus,['Allied Filmmakers'],"['DreamWorks Pictures', '(United States)', '20th Century Fox', '(International)']",2000-11-03,11.0,126.0,United States,English,80000000.0,39500000.0,11516712.0,PG-13
Little Nicky,Steven Brill,"['Jack Giarraputo', 'Robert Simonds']","['Adam Sandler', 'Patricia Arquette', 'Harvey Keitel', 'Rhys Ifans', 'Tommy ""Tiny"" Lister Jr.', 'Rodney Dangerfield']",Adam Sandler,Theo van de Sande,"['Happy Madison Productions', 'The Robert Simonds Company']",New Line Cinema,2000-11-10,11.0,90.0,United States,English,80000000.0,58300000.0,16063904.0,PG-13
The Little Vampire,Uli Edel,Richard Claus,"['Jonathan Lipnicki', 'Richard E. Grant', 'Jim Carter', 'Alice Krige', 'Pamela Gidley', 'Tommy Hinkley', 'Anna Popplewell', 'Dean Cook', 'Rollo Weeks', 'John Wood']",Jonathan Lipnicki,Bernd Heinl,"['Propaganda Films', 'Cometstone Pictures']",New Line Cinema,2000-08-18,8.0,95.0,,English,35000000.0,28000000.0,5719627.0,PG
Long Night's Journey Into Day,,"['Frances Reid', 'Johnny Symons']",,,"['Ezra Jwili', 'Frances Reid']",,Seventh Art Releasing,2000-01-29,1.0,94.0,United States,,,,6027.0,Unknown
Loser,Amy Heckerling,"['Amy Heckerling', 'Twink Caplan', 'John M. Eckert']","['Jason Biggs', 'Mena Suvari', 'Greg Kinnear']",Jason Biggs,Rob Hahn,['Columbia Pictures'],Sony Pictures Releasing,2000-07-21,7.0,95.0,United States,English,20000000.0,18400000.0,6008611.0,PG-13
Lost Souls,Janusz Kamiński,"['Meg Ryan', 'Nina R. Sadowsky']","['Winona Ryder', 'Ben Chaplin', 'Philip Baker Hall', 'Elias Koteas', 'Sarah Wynter', 'John Hurt']",Winona Ryder,Mauro Fiore,"['Avery Pix', 'Castle Rock Entertainment', 'Prufrock Pictures']",New Line Cinema,2000-10-13,10.0,97.0,United States,English,50000000.0,,7954766.0,R
Love & Basketball,Gina Prince-Bythewood,"['Spike Lee', 'Sam Kitt']","['Omar Epps', 'Sanaa Lathan', 'Alfre Woodard', 'Dennis Haysbert']",Omar Epps,Reynaldo Villalobos,['40 Acres and a Mule Filmworks'],New Line Cinema,2000-04-21,4.0,125.0,United States,English,14000000.0,27700000.0,8139180.0,PG-13
Lucky Numbers,Nora Ephron,"['Sean Daniel', 'Nora Ephron', 'Jonathan D. Krane', 'Andrew Lazar']","['John Travolta', 'Lisa Kudrow', 'Tim Roth', ""Ed O'Neill"", 'Michael Rapaport', 'Bill Pullman']",John Travolta,John Lindley,"['StudioCanal', 'Mad Chance Productions', 'Alphaville']",Paramount Pictures,2000-10-27,10.0,105.0,,English,63000000.0,10900000.0,4536625.0,R
Maze,Rob Morrow,"['Lemore Syvan', 'Debbon Ayer']","['Rob Morrow', 'Laura Linney', 'Craig Sheffer']",Rob Morrow,Wolfgang Held,"['Starz Encore Entertainment', 'KBK Entertainment', 'Andora Pictures']","['Regent Entertainment', 'DEJ Productions']",2000-10-10,10.0,98.0,United States,English,,,32512804.0,PG-13
"Me, Myself & Irene","['Peter Farrelly', 'Bobby Farrelly']",['Peter Farrelly'],"['Jim Carrey', 'Renée Zellweger', 'Chris Cooper', 'Robert Forster', 'Richard Jenkins']",Jim Carrey,Mark Irwin,['Conundrum Entertainment'],20th Century Fox,2000-06-23,6.0,116.0,United States,English,51000000.0,149000000.0,24209385.0,R
Meet the Parents,Jay Roach,"['Nancy Tenenbaum', 'Jay Roach', 'Jane Rosenthal', 'Robert De Niro']","['Robert De Niro', 'Ben Stiller', 'Blythe Danner', 'Teri Polo', 'James Rebhorn', 'Jon Abrahams', 'Owen Wilson']",Robert De Niro,Peter James,"['TriBeCa Productions', 'Nancy Tenenbaum Productions']","['Universal Pictures (North America)', 'DreamWorks Pictures (International)']",2000-10-06,10.0,108.0,United States,English,55000000.0,330400000.0,28623300.0,PG-13
Memento,Christopher Nolan,"['Suzanne Todd', 'Jennifer Todd']","['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",Guy Pearce,Wally Pfister,"['Summit Entertainment', 'Team Todd']",Newmarket,2000-09-05,9.0,113.0,United States,English,9000000.0,40000000.0,235488.0,R
Men of Honor,George Tillman Jr.,"['Bill Badalato', 'Robert Teitel']","['Robert De Niro', 'Cuba Gooding Jr.', 'Hal Holbrook', 'David Keith', 'Michael Rapaport', 'Powers Boothe', 'Aunjanue Ellis', 'Charlize Theron']",Robert De Niro,Anthony B. Richmond,"['Fox 2000 Pictures', 'State Street Pictures']",20th Century Fox,2000-11-10,11.0,129.0,United States,English,32000000.0,82300000.0,13339465.0,R
Mercy Streets,Jon Gunn,,"['Eric Roberts', 'David White', 'Cynthia Watros', 'Stacy Keach']",Eric Roberts,Chris Magee,['Signal Hill Production'],"['Con Dios Entertainment', 'Providence Entertainment', 'ChristianCinema.com']",2000-10-31,10.0,106.0,United States,English,600000.0,173599.0,79607.0,PG-13
The Million Dollar Hotel,Wim Wenders,"['Deepak Nayar', 'Bono', 'Nicholas Klein', 'Bruce Davey', 'Wim Wenders']","['Jeremy Davies', 'Milla Jovovich', 'Mel Gibson']",Jeremy Davies,Phedon Papamichael,"['Icon Productions', 'Road Movies Filmproduktion', 'Kintop Pictures']","['Lions Gate Films', '']",2000-02-09,2.0,122.0,,English,8000000.0,59989.0,29483.0,R
Miss Congeniality,Donald Petrie,Sandra Bullock,"['Sandra Bullock', 'William Shatner', 'Ernie Hudson']",Sandra Bullock,László Kovács,"['Castle Rock Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment', 'Fortis Films']",Warner Bros. Pictures,2000-12-22,12.0,109.0,United States,English,45000000.0,212800000.0,10046534.0,PG-13
Mission to Mars,Brian De Palma,Tom Jacobson,"['Gary Sinise', 'Don Cheadle', 'Connie Nielsen', ""Jerry O'Connell"", 'Kim Delaney', 'Tim Robbins']",Gary Sinise,Stephen H. Burum,"['Touchstone Pictures', 'Spyglass Entertainment']",Buena Vista Pictures,2000-03-10,3.0,114.0,United States,English,100000000.0,111000000.0,22855247.0,PG
Mission: Impossible 2,John Woo,"['Tom Cruise', 'Paula Wagner']","['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton', 'Richard Roxburgh', 'John Polson', 'Brendan Gleeson', 'Rade Šerbedžija', 'Ving Rhames']",Tom Cruise,Jeffrey L. Kimball,['Cruise/Wagner Productions'],Paramount Pictures,2000-05-24,5.0,124.0,,English,125000000.0,546400000.0,57845297.0,PG-13
Mission: Impossible,Brian De Palma,"['Tom Cruise', 'Paula Wagner']","['Tom Cruise', 'Jon Voight', 'Henry Czerny', 'Emmanuelle Béart', 'Jean Reno', 'Ving Rhames', 'Kristin Scott Thomas', 'Vanessa Redgrave']",Tom Cruise,Stephen H. Burum,['Cruise/Wagner Productions'],Paramount Pictures,1996-05-22,5.0,110.0,United States,English,80000000.0,457700000.0,57845297.0,PG-13
My Dog Skip,Jay Russell,"['Mark Johnson', 'John Lee Hancock', 'Broderick Johnson', 'Andrew Kosove']","['Frankie Muniz', 'Diane Lane', 'Luke Wilson', 'Kevin Bacon']",Frankie Muniz,James L. Carter,"['Alcon Entertainment', 'MDS Productions LLC']",Warner Bros.,2000-01-14,1.0,95.0,United States,English,4500000.0,35500000.0,56943.0,PG
My 5 Wives,Sidney J. Furie,"['John Curtis', 'Rodney Dangerfield']","['Rodney Dangerfield', 'Andrew Dice Clay']",Rodney Dangerfield,Curtis J. Petersen,,Artisan Entertainment,2000-09-08,9.0,100.0,,English,,,,Unknown
The Next Best Thing,John Schlesinger,"['Tom Rosenberg', 'Leslie Dixon', 'Linne Radmin', 'Gary Lucchesi']","['Rupert Everett', 'Madonna', 'Benjamin Bratt', 'Michael Vartan', 'Josef Sommer', 'Lynn Redgrave']",Rupert Everett,Elliot Davis,['Lakeshore Entertainment'],"['Paramount Pictures', '(United States)', 'Buena Vista International', '(International)']",2000-03-03,3.0,108.0,United States,English,25000000.0,24300000.0,5870387.0,PG-13
Next Friday,Steve Carr,Ice Cube,"['Ice Cube', 'Mike Epps', 'John Witherspoon', 'Tamala Jones', 'Tommy ""Tiny"" Lister Jr.']",Ice Cube,Christopher J. Baffa,['Cube Vision'],New Line Cinema,2000-01-12,1.0,98.0,United States,English,11000000.0,59800000.0,14465156.0,R
Friday,F. Gary Gray,Patricia Charbonnet,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Bernie Mac', 'Tiny ""Zeus"" Lister Jr.', 'John Witherspoon']",Ice Cube,Gerry Lively,"['New Line Productions', 'Ghetto Bird Productions']",New Line Cinema,1995-04-26,4.0,91.0,United States,English,3500000.0,27400000.0,6589341.0,R
Nothin' 2 Lose,Barry Bowles,"['Brian Hooks', 'Doug Schwab', 'Ken Roy', 'Martin C. Jones', 'Niko Godfrey', 'Tanya York']","['Brian Hooks', 'Carl Gilliard', 'Cedric Pendleton', 'Ryan Sands', 'Shani Bayeté']",Brian Hooks,Jon Parks,,Y2G Entertainment LLC,2000-06-20,6.0,100.0,United States,English,,,21760405.0,R
Nutty Professor II: The Klumps,Peter Segal,Brian Grazer,"['Eddie Murphy', 'Janet Jackson', 'Larry Miller']",Eddie Murphy,Dean Semler,['Imagine Entertainment'],Universal Pictures,2000-07-28,7.0,109.0,United States,English,84000000.0,166300000.0,42518830.0,PG-13
The Nutty Professor,Tom Shadyac,"['Brian Grazer', 'Russell Simmons']","['Eddie Murphy', 'Jada Pinkett', 'James Coburn', 'Dave Chappelle']",Eddie Murphy,Julio Macat,['Imagine Entertainment'],Universal Pictures,1996-06-28,6.0,96.0,United States,English,54000000.0,274000000.0,25411725.0,PG-13
Nurse Betty,Neil LaBute,"['Steve Golin', 'Gail Mutrux']","['Morgan Freeman', 'Renée Zellweger', 'Chris Rock', 'Greg Kinnear', 'Aaron Eckhart', 'Crispin Glover', 'Pruitt Taylor Vince']",Morgan Freeman,Jean-Yves Escoffier,"['Gramercy Pictures', 'Intermedia', 'Pacifica Film', 'Propaganda Films', ""ab'-strakt pictures""]",USA Films,2000-05-11,5.0,105.0,United States,English,25000000.0,29400000.0,7145950.0,R
"O Brother, Where Art Thou?",Joel Coen,Ethan Coen,"['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'Charles Durning', 'Michael Badalucco', 'John Goodman', 'Holly Hunter']",George Clooney,Roger Deakins,"['Touchstone Pictures', 'Universal Pictures', 'StudioCanal', 'Working Title Films', 'Blind Bard Pictures']","['Buena Vista Pictures Distribution', '(North America, Germany, Italy and Spain)', 'Alliance Atlantis', '(United Kingdom)', 'BAC Films', '(France)', 'Universal Pictures (International)']",,,107.0,,English,26000000.0,72000000.0,195104.0,PG-13
The Opportunists,Myles Connell,"['Tim Perrell', 'John Lyons']","['Christopher Walken', 'Peter McDonald', 'Cyndi Lauper', 'Donal Logue', 'Vera Farmiga', 'José Zúñiga', 'Tom Noonan']",Christopher Walken,Teodoro Maniaci,"['Flashpoint', 'Eureka Pictures', 'Prosperity Pictures']","['Overseas Filmgroup', 'Two Left Shoes Films']",2000-08-11,8.0,90.0,,,,,46967.0,R
The Original Kings of Comedy,Spike Lee,"['Spike Lee', 'Walter Latham', 'David Gale']","['Steve Harvey', 'D. L. Hughley', 'Cedric the Entertainer', 'Bernie Mac']",Steve Harvey,Malik Sayeed,"['MTV Productions', 'Latham Entertainment', '40 Acres and a Mule Filmworks']",Paramount Pictures,2000-08-18,8.0,115.0,United States,English,13000000.0,38000000.0,11053832.0,R
Our Song,Jim McKay,"['Jim McKay', 'Paul Mezey', 'Diana E. Williams']","['Kerry Washington', 'Melissa Martinez', 'Anna Simpson']",Kerry Washington,Jim Denault,['C-Hundred Film Corporation'],IFC,,,95.0,United States,English,,,,Unknown
Panic,Henry Bromell,"['Matt Cooper', 'Andrew Lazar', 'Lori Miller']","['William H. Macy', 'Neve Campbell', 'Tracey Ullman', 'John Ritter', 'Donald Sutherland']",William H. Macy,Jeffrey Jur,,Artisan Entertainment,,,88.0,United States,English,,,18006.0,R
Passion of Mind,Alain Berliner,"['Gary Lucchesi', 'Ronald Bass', 'Carole Scotta', 'Tom Rosenberg']","['Demi Moore', 'Stellan Skarsgård', 'William Fichtner', 'Peter Riegert', 'Sinéad Cusack']",Demi Moore,Eduardo Serra,['Lakeshore Entertainment'],Paramount Classics,2000-05-26,5.0,105.0,United States,,12000000.0,,236047.0,PG-13
